Rk,Squads,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90
1,Manchester City,1.0,1.2857142857142858,0.0,0.3333333333333333,1.5,1.0909090909090908,1.6666666666666667,1.2272727272727273,1.2241379310344829,1.4649122807017543,1.1946902654867255,1.591304347826087,1.5950413223140496
2,Liverpool,1.0,1.3076923076923077,0.4,0.0,1.6176470588235294,0.8333333333333334,2.0454545454545454,1.2045454545454546,1.2025862068965518,1.3354430379746836,0.8461538461538461,1.80625,1.8095238095238095
3,Chelsea,1.0,1.3333333333333333,2.0,0.14285714285714285,1.625,0.4444444444444444,-9.0,1.4,1.3987341772151898,1.1231884057971013,0.6545454545454545,2.964285714285715,3.0
4,Tottenham,1.0,1.0909090909090908,inf,0.625,1.0303030303030303,0.6956521739130435,1.8,1.1515151515151516,1.1494252873563218,1.326271186440678,1.0657894736842106,8.625,9.0
5,Arsenal,1.0,2.0,0.75,0.25,1.3548387096774193,0.45714285714285713,-6.5,1.8,1.7954545454545454,1.3568627450980393,0.7654723127035831,-2.1153846153846154,-2.148148148148148
6,Manchester Utd,1.0,1.1111111111111112,2.0,0.42857142857142855,1.03125,0.8620689655172413,2.6666666666666665,1.2,1.1962025316455696,1.0707070707070707,0.7448275862068966,17.0,18.000000000000004
7,Wolves,1.0,1.6666666666666667,0.8,0.625,1.4736842105263157,0.84,-1.1666666666666667,1.4782608695652173,1.4793388429752068,1.4976076555023925,0.814655172413793,-5.391304347826088,-5.416666666666667
8,Everton,1.0,2.0,0.8,0.5555555555555556,1.25,0.84,-9.0,1.7,1.7047619047619047,1.2903225806451613,0.9041666666666667,-2.695652173913044,-2.7500000000000004
9,Leicester City,1.0,1.1428571428571428,0.75,1.0,0.8888888888888888,0.7142857142857143,-4.0,1.08,1.0757575757575757,1.0076628352490422,0.8361344537815125,2.8260869565217392,2.8333333333333335
10,West Ham,1.0,1.5,1.3333333333333333,0.6,1.6,0.9642857142857143,-0.625,1.4761904761904763,1.4684684684684683,1.1199999999999999,0.6036269430051814,-0.11728395061728394,-0.11764705882352942
11,Watford,1.0,1.3333333333333333,0.6,1.0,1.0,0.9032258064516129,0.4,1.173913043478261,1.1735537190082643,0.9166666666666667,0.9733333333333333,1.2916666666666667,1.28
12,Crystal Palace,1.0,0.5555555555555556,2.5,1.125,0.59375,0.7666666666666667,-2.0,0.6896551724137931,0.6862745098039216,1.441025641025641,0.8834586466165413,-0.6527777777777778,-0.6578947368421053
13,Newcastle Utd,1.0,2.0,0.125,1.4285714285714286,1.3333333333333333,1.0869565217391304,0.2,1.25,1.2571428571428571,1.3696969696969699,0.8904593639575972,0.2184873949579832,0.22580645161290325
14,Bournemouth,1.0,1.6,5.0,0.46153846153846156,1.1538461538461537,0.5555555555555556,-0.2631578947368421,1.8125,1.8214285714285716,1.08203125,0.7875,-0.390625,-0.38235294117647056
15,Burnley,1.0,1.75,0.4,1.0,1.1428571428571428,0.8888888888888888,0.5333333333333333,1.3529411764705883,1.3595505617977528,1.3617021276595744,0.7366946778711484,0.04733727810650888,0.0449438202247191
16,Southampton,1.0,1.25,2.0,0.5454545454545454,1.5,0.8571428571428571,0.17647058823529413,1.4375,1.4404761904761905,1.1031390134529149,0.8305647840531561,0.05128205128205129,0.04878048780487805
17,Brighton,1.0,2.0,1.25,0.6666666666666666,1.1875,0.875,0.5625,1.7692307692307692,1.7794117647058822,1.2922077922077921,0.6837606837606838,0.2081218274111675,0.21153846153846154
18,Cardiff City,1.0,1.5,1.0,0.8461538461538461,1.6153846153846154,1.2258064516129032,0.9444444444444444,1.4285714285714286,1.418918918918919,1.3820224719101124,0.7103064066852368,0.054945054945054944,0.052083333333333336
19,Fulham,1.0,6.0,1.5,0.625,1.8333333333333333,0.8,0.42424242424242425,4.2,4.269230769230769,1.3872832369942196,0.6881188118811882,0.16017316017316016,0.1639344262295082
20,Huddersfield,1.0,2.0,0.75,1.0,0.8333333333333334,0.6888888888888889,0.6363636363636364,1.2857142857142858,1.2702702702702702,1.2857142857142856,0.851063829787234,0.58128078817734,0.5794392523364486
