Rk,Squads,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90
1,Manchester City,0,4,-2,-2,19,1,18,10,0.52,15.899999999999999,2.1999999999999993,13.600000000000001,0.72
2,Liverpool,0,4,-3,-1,21,-2,23,9,0.4700000000000002,10.600000000000001,-2.4000000000000004,12.899999999999999,0.68
3,Chelsea,0,3,3,-6,15,-15,30,12,0.6299999999999999,3.3999999999999986,-7.6,11.000000000000002,0.5800000000000001
4,Tottenham,0,1,2,-3,1,-7,8,5,0.26,7.699999999999999,1.5,6.1000000000000005,0.32
5,Arsenal,0,7,-1,-6,11,-19,30,20,1.05,9.100000000000001,-7.199999999999999,16.2,0.85
6,Manchester Utd,0,1,3,-4,1,-4,5,6,0.30999999999999983,2.1000000000000014,-7.399999999999999,9.6,0.51
7,Wolves,0,4,-1,-3,9,-4,13,11,0.5800000000000001,10.400000000000002,-4.300000000000001,14.7,0.77
8,Everton,0,5,-1,-4,6,-4,10,14,0.74,6.300000000000001,-2.3000000000000007,8.5,0.45
9,Leicester City,0,1,-1,0,-3,-8,5,2,0.09999999999999987,0.1999999999999993,-3.900000000000002,4.2,0.22000000000000003
10,West Ham,0,3,1,-4,12,-1,13,10,0.5199999999999998,2.6999999999999993,-15.3,18.099999999999998,0.95
11,Watford,0,2,-2,0,0,-3,3,4,0.20999999999999996,-2.099999999999998,-0.8000000000000007,-1.4000000000000004,-0.07
12,Crystal Palace,0,-4,3,1,-13,-7,-6,-9,-0.48,8.600000000000001,-3.1000000000000014,11.9,0.63
13,Newcastle Utd,0,4,-7,3,6,2,4,5,0.27,6.100000000000001,-3.1000000000000014,9.3,0.48
14,Bournemouth,0,3,4,-7,4,-20,24,13,0.6900000000000001,2.099999999999998,-6.800000000000001,8.9,0.47000000000000003
15,Burnley,0,3,-3,0,3,-4,7,6,0.31999999999999995,6.800000000000001,-9.400000000000002,16.099999999999998,0.85
16,Southampton,0,1,4,-5,9,-5,14,7,0.37,2.3000000000000007,-5.100000000000001,7.3999999999999995,0.38999999999999996
17,Brighton,0,3,1,-4,3,-4,7,10,0.5299999999999999,4.499999999999998,-11.100000000000001,15.6,0.8200000000000001
18,Cardiff City,0,2,0,-2,8,7,1,6,0.31000000000000005,6.800000000000001,-10.399999999999999,17.2,0.9099999999999999
19,Fulham,0,5,1,-6,10,-9,19,16,0.8500000000000001,6.699999999999999,-12.599999999999998,19.400000000000002,1.02
20,Huddersfield,0,1,-1,0,-2,-14,12,2,0.09999999999999998,3.5999999999999996,-4.899999999999999,8.5,0.45000000000000007
