Rk,Squads,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90
1,Manchester City,0,1,-2,1,17,4,13,1,0.050000000000000266,1.9000000000000057,-3.3999999999999986,5.299999999999997,0.27
2,Liverpool,0,2,0,-2,4,-8,12,6,0.3200000000000003,9.300000000000004,-6.599999999999998,15.899999999999999,0.8399999999999999
3,Chelsea,0,-3,3,0,-2,11,-13,-6,-0.31999999999999984,3.3999999999999986,2.3000000000000007,1.1000000000000014,0.050000000000000044
4,Tottenham,0,4,-3,-1,7,-2,9,9,0.48,3.3999999999999986,-2.0,5.4,0.27999999999999997
5,Arsenal,0,4,1,-5,9,-14,23,13,0.6900000000000002,16.299999999999997,-8.599999999999998,24.9,1.31
6,Manchester Utd,0,4,0,-4,7,-13,20,12,0.6300000000000001,6.5,-11.5,18.0,0.95
7,West Ham,0,2,2,-4,6,1,5,8,0.41999999999999993,6.400000000000002,-10.400000000000002,16.8,0.88
8,Leicester City,0,6,-2,-4,6,-13,19,16,0.8400000000000001,5.400000000000002,-3.200000000000003,8.5,0.45000000000000007
9,Brighton,0,-2,-1,3,-4,2,-6,-7,-0.3700000000000001,5.600000000000001,-2.0,7.6000000000000005,0.4
10,Wolves,0,-1,0,1,2,7,-5,-3,-0.15999999999999992,1.3000000000000007,-1.9999999999999964,3.3000000000000007,0.18000000000000005
11,Newcastle Utd,0,3,2,-5,8,-8,16,11,0.5800000000000001,4.099999999999998,-3.1999999999999957,7.199999999999999,0.38
12,Crystal Palace,0,3,1,-4,4,-12,16,10,0.53,10.400000000000002,-7.200000000000003,17.700000000000003,0.93
13,Brentford,0,1,-1,0,-4,-14,10,2,0.10000000000000009,5.699999999999999,-8.899999999999999,14.6,0.77
14,Aston Villa,0,-1,4,-3,6,4,2,1,0.050000000000000044,5.300000000000001,0.1999999999999993,5.1,0.27
15,Southampton,0,3,1,-4,3,-19,22,10,0.53,-0.8999999999999986,-11.299999999999997,10.200000000000001,0.54
16,Everton,0,7,-2,-5,11,-16,27,19,1.0,6.100000000000001,-8.699999999999996,14.799999999999999,0.78
17,Leeds United,0,-1,1,0,-4,-3,-1,-2,-0.10000000000000009,6.0,-5.699999999999996,11.8,0.6200000000000001
18,Burnley,0,3,-2,-1,2,-3,5,7,0.3700000000000001,6.400000000000002,-6.0,12.399999999999999,0.6499999999999999
19,Watford,0,-2,-1,3,0,15,-15,-7,-0.37000000000000005,0.09999999999999787,1.3999999999999986,-1.1999999999999993,-0.07000000000000006
20,Norwich City,0,1,-1,0,1,2,-1,2,0.09999999999999998,2.3000000000000007,-8.100000000000001,10.399999999999999,0.55
