Rk,Squads,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90
1,Manchester City,1.0,1.0714285714285714,0.5,2.0,1.4146341463414633,1.3636363636363635,1.4333333333333333,1.0217391304347827,1.0206611570247934,1.0401691331923892,0.7687074829931974,1.1625766871165644,1.1569767441860466
2,Liverpool,1.0,1.1538461538461537,1.0,0.0,1.0888888888888888,0.5294117647058824,1.4285714285714286,1.1395348837209303,1.1415929203539825,1.2167832167832169,0.6986301369863015,1.7607655502392345,1.7636363636363634
3,Chelsea,1.0,0.75,1.75,1.0,0.9487179487179487,2.0,0.5357142857142857,0.85,0.8483412322274883,1.1008902077151335,1.1277777777777778,1.070063694267516,1.0602409638554218
4,Tottenham,1.0,1.4444444444444444,0.25,0.8333333333333334,1.2258064516129032,0.9047619047619048,1.9,1.2903225806451613,1.294478527607362,1.107936507936508,0.9156118143459916,1.6835443037974684,1.6666666666666665
5,Arsenal,1.0,1.4444444444444444,2.0,0.4444444444444444,1.3461538461538463,0.5483870967741935,-3.6,1.4642857142857142,1.469387755102041,1.6392156862745098,0.7123745819397994,-4.659090909090908,-4.695652173913044
6,Manchester Utd,1.0,1.6666666666666667,1.0,0.5,1.28,0.6285714285714286,-1.0,1.5217391304347827,1.5206611570247934,1.2355072463768115,0.6769662921348315,-1.25,-1.261904761904762
7,West Ham,1.0,1.2857142857142858,1.6666666666666667,0.5555555555555556,1.2222222222222223,1.04,3.5,1.3333333333333333,1.3333333333333333,1.248062015503876,0.695906432748538,-1.0,-1.0
8,Leicester City,1.0,2.5,0.6666666666666666,0.5555555555555556,1.2142857142857142,0.6388888888888888,-1.375,1.8888888888888888,1.8842105263157896,1.2307692307692308,0.911111111111111,0.32539682539682535,0.3181818181818182
9,Brighton,1.0,0.7142857142857143,0.875,1.75,0.8260869565217391,1.0952380952380953,-2.0,0.7586206896551724,0.7581699346405228,1.2362869198312236,0.9227799227799228,-2.4545454545454546,-2.3333333333333335
10,Wolves,1.0,0.875,1.0,1.125,1.1111111111111112,1.3888888888888888,-inf,0.8888888888888888,0.8873239436619719,1.065326633165829,0.9390243902439025,0.7441860465116279,0.7352941176470588
11,Newcastle Utd,1.0,1.6,1.5,0.5,1.4444444444444444,0.7714285714285715,0.058823529411764705,1.5789473684210527,1.58,1.2039800995024874,0.902439024390244,0.4285714285714286,0.42424242424242425
12,Crystal Palace,1.0,1.75,1.1428571428571428,0.5,1.173913043478261,0.5862068965517241,-1.6666666666666667,1.5263157894736843,1.53,1.47926267281106,0.7293233082706766,-2.6122448979591835,-2.576923076923077
13,Brentford,1.0,1.1666666666666667,0.75,1.0,0.8461538461538461,0.6,-0.1111111111111111,1.0909090909090908,1.0862068965517242,1.251101321585903,0.7165605095541402,-0.67816091954023,-0.6739130434782609
14,Aston Villa,1.0,0.8571428571428571,5.0,0.7272727272727273,1.2608695652173914,1.16,-0.0,1.0454545454545454,1.043103448275862,1.2488262910798122,1.007380073800738,0.12068965517241378,0.12903225806451613
15,Southampton,1.0,2.0,1.1666666666666667,0.6,1.15,0.5581395348837209,0.043478260869565216,1.6666666666666667,1.6708860759493671,0.9645669291338583,0.6970509383378016,0.13559322033898305,0.12903225806451613
16,Everton,1.0,4.5,0.5,0.6153846153846154,1.6875,0.6097560975609756,-0.08,2.9,2.8867924528301887,1.2946859903381642,0.7500000000000001,-0.04964539007092198,-0.05405405405405406
17,Leeds United,1.0,0.8,1.2,1.0,0.8260869565217391,0.926829268292683,1.0555555555555556,0.9,0.9047619047619047,1.2702702702702702,0.8553299492385787,0.3179190751445087,0.31868131868131866
18,Burnley,1.0,2.5,0.75,0.8888888888888888,1.125,0.8928571428571429,0.5833333333333334,1.5,1.5000000000000002,1.3422459893048129,0.828080229226361,0.2345679012345679,0.23529411764705885
19,Watford,1.0,0.5,0.6666666666666666,1.25,1.0,1.4838709677419355,2.0714285714285716,0.5333333333333333,0.5316455696202531,1.004524886877828,1.0393258426966292,1.0888888888888888,1.0985915492957747
20,Norwich City,1.0,1.5,0.75,1.0,1.0909090909090908,1.048780487804878,1.0333333333333334,1.2,1.1886792452830188,1.1377245508982037,0.8207964601769911,0.6350877192982457,0.6333333333333333
